failure_event_id,asset_id,pm_event_id_context,failure_date,ticket_open_date,ticket_close_date,failure_category,severity,priority,description,downtime_hours,labor_hours,labor_cost,material_cost,other_costs,total_cost,root_cause,region,environment_type,model
FAIL_001904,GEN_0415,PM_004106,2024-06-27,2024-06-27,2024-06-27,Cooling,Medium,Normal,Cooling issue observed after PM cycle,1.0,3.48,326.55,1092.86,216.0,1308.86,Overdue maintenance,Central,Urban,KOH-400
FAIL_001905,GEN_0415,PM_004107,2024-11-14,2024-11-14,2024-11-14,Cooling,Medium,Normal,Cooling issue observed after PM cycle,4.31,3.46,357.02,332.84,217.35,550.19,Electrical instability,Central,Urban,KOH-400
FAIL_001906,GEN_0415,PM_004109,2025-10-01,2025-10-01,2025-10-01,Cooling,High,High,Cooling issue observed after PM cycle,9.15,4.11,276.93,2053.6,158.94,2212.54,Heat stress,Central,Urban,KOH-400
FAIL_001907,GEN_0416,PM_004111,2023-04-07,2023-04-07,2023-04-07,Alternator,Low,Normal,Alternator issue observed after PM cycle,9.46,3.41,315.6,769.79,188.06,957.85,Electrical instability,East,Coastal,GENX-550
FAIL_001908,GEN_0416,PM_004112,2023-08-29,2023-08-29,2023-08-29,Alternator,High,High,Alternator issue observed after PM cycle,10.67,7.3,512.98,2111.91,101.06,2212.97,Wear and tear,East,Coastal,GENX-550
FAIL_001909,GEN_0416,PM_004116,2024-08-12,2024-08-12,2024-08-12,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,4.75,1.95,147.01,708.33,165.53,873.86,Wear and tear,East,Coastal,GENX-550
FAIL_001910,GEN_0416,PM_004116,2024-09-02,2024-09-02,2024-09-02,Starter,Low,Normal,Starter issue observed after PM cycle,6.55,3.24,260.39,774.89,211.24,986.13,Corrosion,East,Coastal,GENX-550
FAIL_001911,GEN_0416,PM_004116,2024-09-10,2024-09-10,2024-09-10,Cooling,High,High,Cooling issue observed after PM cycle,10.45,6.28,551.1,2110.13,244.0,2354.13,Overdue maintenance,East,Coastal,GENX-550
FAIL_001912,GEN_0416,PM_004118,2025-04-04,2025-04-04,2025-04-04,Starter,Medium,Normal,Starter issue observed after PM cycle,5.54,3.55,339.58,1096.46,177.75,1274.21,Overdue maintenance,East,Coastal,GENX-550
FAIL_001913,GEN_0417,PM_004124,2023-12-01,2023-12-01,2023-12-01,Control Panel,High,High,Control Panel issue observed after PM cycle,10.41,5.16,377.5,1489.14,196.67,1685.81,Overdue maintenance,Central,Coastal,GENX-550
FAIL_001914,GEN_0417,PM_004124,2023-12-03,2023-12-03,2023-12-03,Alternator,Medium,Normal,Alternator issue observed after PM cycle,3.39,2.72,223.15,912.48,118.88,1031.36,Heat stress,Central,Coastal,GENX-550
FAIL_001915,GEN_0417,PM_004125,2024-02-20,2024-02-20,2024-02-20,Oil,Low,Normal,Oil issue observed after PM cycle,3.15,4.02,380.86,154.93,140.08,295.01,Wear and tear,Central,Coastal,GENX-550
FAIL_001916,GEN_0417,PM_004125,2024-03-06,2024-03-06,2024-03-06,Control Panel,High,High,Control Panel issue observed after PM cycle,7.95,5.47,580.05,1458.18,193.38,1651.56,Wear and tear,Central,Coastal,GENX-550
FAIL_001917,GEN_0417,PM_004126,2024-05-27,2024-05-27,2024-05-27,Starter,High,High,Starter issue observed after PM cycle,11.24,5.73,506.02,1733.47,153.31,1886.78,Overdue maintenance,Central,Coastal,GENX-550
FAIL_001918,GEN_0417,PM_004126,2024-07-12,2024-07-12,2024-07-12,Battery,Medium,Normal,Battery issue observed after PM cycle,7.86,3.45,339.84,1250.07,190.58,1440.65,Electrical instability,Central,Coastal,GENX-550
FAIL_001919,GEN_0417,PM_004127,2024-09-11,2024-09-11,2024-09-11,Battery,Critical,High,Battery issue observed after PM cycle,3.95,4.92,491.59,1366.39,184.5,1550.89,Overdue maintenance,Central,Coastal,GENX-550
FAIL_001920,GEN_0417,PM_004129,2025-03-15,2025-03-15,2025-03-15,Cooling,Medium,Normal,Cooling issue observed after PM cycle,1.0,1.77,142.47,1410.9,205.31,1616.21,Electrical instability,Central,Coastal,GENX-550
FAIL_001921,GEN_0417,PM_004129,2025-04-19,2025-04-19,2025-04-19,Oil,High,High,Oil issue observed after PM cycle,11.22,5.93,393.39,1784.9,117.34,1902.24,Electrical instability,Central,Coastal,GENX-550
FAIL_001922,GEN_0417,PM_004130,2025-07-11,2025-07-11,2025-07-11,Oil,Medium,Normal,Oil issue observed after PM cycle,8.81,3.6,251.9,1097.35,209.89,1307.24,Wear and tear,Central,Coastal,GENX-550
FAIL_001923,GEN_0418,PM_004133,2023-03-25,2023-03-25,2023-03-25,Cooling,High,High,Cooling issue observed after PM cycle,7.74,3.0,277.25,1938.1,157.11,2095.21,Wear and tear,South,Urban,MTU-480
FAIL_001924,GEN_0418,PM_004140,2024-12-15,2024-12-15,2024-12-15,Fuel,High,High,Fuel issue observed after PM cycle,4.02,7.25,595.78,1216.86,80.0,1296.86,Wear and tear,South,Urban,MTU-480
FAIL_001925,GEN_0419,PM_004145,2023-03-05,2023-03-05,2023-03-05,Battery,Low,Normal,Battery issue observed after PM cycle,5.17,3.36,344.15,1034.37,171.67,1206.04,Wear and tear,East,Rural,MTU-480
FAIL_001926,GEN_0419,PM_004148,2023-12-19,2023-12-19,2023-12-19,Fuel,Medium,Normal,Fuel issue observed after PM cycle,3.42,3.4,246.07,873.7,210.6,1084.3,Overdue maintenance,East,Rural,MTU-480
FAIL_001927,GEN_0419,PM_004150,2024-05-28,2024-05-28,2024-05-28,Control Panel,High,High,Control Panel issue observed after PM cycle,6.79,5.97,644.52,902.65,186.35,1089.0,Heat stress,East,Rural,MTU-480
FAIL_001928,GEN_0419,PM_004152,2025-01-24,2025-01-24,2025-01-24,Alternator,High,High,Alternator issue observed after PM cycle,8.05,6.64,610.48,1875.21,137.15,2012.36,Wear and tear,East,Rural,MTU-480
FAIL_001929,GEN_0420,PM_004157,2023-03-29,2023-03-29,2023-03-29,Battery,Low,Normal,Battery issue observed after PM cycle,4.28,5.73,502.94,658.56,155.35,813.91,Wear and tear,North,Cold,GENX-550
FAIL_001930,GEN_0420,PM_004157,2023-05-15,2023-05-15,2023-05-15,Fuel,Medium,Normal,Fuel issue observed after PM cycle,1.85,1.1,117.01,1006.55,173.73,1180.28,Overdue maintenance,North,Cold,GENX-550
FAIL_001931,GEN_0420,PM_004158,2023-06-29,2023-06-29,2023-06-29,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,4.71,4.7,326.88,1049.14,133.66,1182.8,Wear and tear,North,Cold,GENX-550
FAIL_001932,GEN_0420,PM_004159,2023-10-05,2023-10-05,2023-10-05,Alternator,High,High,Alternator issue observed after PM cycle,7.77,6.29,668.26,1432.51,185.77,1618.28,Heat stress,North,Cold,GENX-550
FAIL_001933,GEN_0420,PM_004162,2024-08-12,2024-08-12,2024-08-12,Battery,Medium,Normal,Battery issue observed after PM cycle,6.97,4.52,313.99,762.95,87.85,850.8,Heat stress,North,Cold,GENX-550
FAIL_001934,GEN_0420,PM_004165,2025-03-22,2025-03-22,2025-03-22,Cooling,Medium,Normal,Cooling issue observed after PM cycle,6.61,1.55,130.01,828.79,142.06,970.85,Overdue maintenance,North,Cold,GENX-550
FAIL_001935,GEN_0420,PM_004166,2025-08-21,2025-08-21,2025-08-21,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,7.42,1.0,65.38,1040.9,164.1,1205.0,Overdue maintenance,North,Cold,GENX-550
FAIL_001936,GEN_0421,PM_004169,2023-06-27,2023-06-27,2023-06-27,Starter,Medium,Normal,Starter issue observed after PM cycle,8.01,3.55,280.67,1151.53,119.58,1271.11,Wear and tear,Central,Urban,KOH-400
FAIL_001937,GEN_0421,PM_004169,2023-08-14,2023-08-14,2023-08-14,Starter,Medium,Normal,Starter issue observed after PM cycle,7.06,2.0,178.63,1397.52,113.45,1510.97,Fuel contamination,Central,Urban,KOH-400
FAIL_001938,GEN_0421,PM_004172,2025-01-18,2025-01-18,2025-01-18,Fuel,Low,Normal,Fuel issue observed after PM cycle,7.13,2.31,216.55,432.8,192.99,625.79,Wear and tear,Central,Urban,KOH-400
FAIL_001939,GEN_0422,PM_004176,2023-08-05,2023-08-05,2023-08-05,Oil,High,High,Oil issue observed after PM cycle,7.44,5.22,531.82,1459.42,194.91,1654.33,Heat stress,Central,Urban,KOH-400
FAIL_001940,GEN_0422,PM_004177,2024-02-07,2024-02-07,2024-02-07,Cooling,Medium,Normal,Cooling issue observed after PM cycle,4.48,1.79,122.48,1195.27,80.65,1275.92,Corrosion,Central,Urban,KOH-400
FAIL_001941,GEN_0422,PM_004180,2024-12-16,2024-12-16,2024-12-16,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,10.85,3.07,325.55,614.92,214.77,829.69,Fuel contamination,Central,Urban,KOH-400
FAIL_001942,GEN_0422,PM_004182,2025-08-30,2025-08-30,2025-08-30,Fuel,High,High,Fuel issue observed after PM cycle,11.12,6.46,474.94,1745.53,159.02,1904.55,Wear and tear,Central,Urban,KOH-400
FAIL_001943,GEN_0423,PM_004184,2023-03-03,2023-03-03,2023-03-03,Alternator,Critical,High,Alternator issue observed after PM cycle,13.73,4.51,448.5,1537.67,247.28,1784.95,Electrical instability,East,Hot-Dry,KOH-400
FAIL_001944,GEN_0423,PM_004186,2023-11-26,2023-11-26,2023-11-26,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,2.89,4.37,441.2,855.58,157.42,1013.0,Corrosion,East,Hot-Dry,KOH-400
FAIL_001945,GEN_0423,PM_004191,2025-09-24,2025-09-24,2025-09-24,Battery,Low,Normal,Battery issue observed after PM cycle,8.34,2.88,291.87,1294.67,181.73,1476.4,Heat stress,East,Hot-Dry,KOH-400
FAIL_001946,GEN_0424,PM_004197,2024-03-03,2024-03-03,2024-03-03,Battery,Medium,Normal,Battery issue observed after PM cycle,10.32,4.54,393.01,515.71,136.73,652.44,Wear and tear,South,Hot-Dry,GENX-550
FAIL_001947,GEN_0424,PM_004198,2024-05-19,2024-05-19,2024-05-19,Control Panel,High,High,Control Panel issue observed after PM cycle,4.91,5.62,419.75,1777.97,151.62,1929.59,Electrical instability,South,Hot-Dry,GENX-550
FAIL_001948,GEN_0425,PM_004208,2024-05-06,2024-05-06,2024-05-06,Oil,Low,Normal,Oil issue observed after PM cycle,6.71,1.79,148.88,1423.51,244.78,1668.29,Wear and tear,South,Hot-Dry,CAT-450
FAIL_001949,GEN_0425,PM_004210,2024-11-20,2024-11-20,2024-11-20,Starter,High,High,Starter issue observed after PM cycle,9.64,6.23,598.57,1357.33,192.5,1549.83,Overdue maintenance,South,Hot-Dry,CAT-450
FAIL_001950,GEN_0425,PM_004210,2025-02-02,2025-02-02,2025-02-02,Cooling,Low,Normal,Cooling issue observed after PM cycle,6.75,4.66,388.89,1342.82,194.96,1537.78,Wear and tear,South,Hot-Dry,CAT-450
FAIL_001951,GEN_0425,PM_004211,2025-04-18,2025-04-18,2025-04-18,Oil,Critical,High,Oil issue observed after PM cycle,10.22,6.92,713.91,1911.63,196.79,2108.42,Wear and tear,South,Hot-Dry,CAT-450
FAIL_001952,GEN_0425,PM_004211,2025-05-17,2025-05-17,2025-05-17,Oil,High,High,Oil issue observed after PM cycle,8.89,4.64,490.33,1886.16,256.72,2142.88,Fuel contamination,South,Hot-Dry,CAT-450
FAIL_001953,GEN_0425,PM_004212,2025-08-18,2025-08-18,2025-08-18,Cooling,Low,Normal,Cooling issue observed after PM cycle,3.16,2.03,198.63,722.38,159.61,881.99,Wear and tear,South,Hot-Dry,CAT-450
FAIL_001954,GEN_0425,PM_004212,2025-08-25,2025-08-25,2025-08-25,Starter,Medium,Normal,Starter issue observed after PM cycle,4.66,2.63,258.51,424.59,261.42,686.01,Corrosion,South,Hot-Dry,CAT-450
FAIL_001955,GEN_0427,PM_004226,2024-05-27,2024-05-27,2024-05-27,Oil,Medium,Normal,Oil issue observed after PM cycle,1.41,3.86,337.84,887.23,174.82,1062.05,Fuel contamination,East,Urban,MTU-480
FAIL_001956,GEN_0427,PM_004227,2024-10-01,2024-10-01,2024-10-01,Oil,Medium,Normal,Oil issue observed after PM cycle,8.91,2.18,179.37,640.31,227.05,867.36,Heat stress,East,Urban,MTU-480
FAIL_001957,GEN_0427,PM_004228,2025-02-09,2025-02-09,2025-02-09,Oil,Medium,Normal,Oil issue observed after PM cycle,2.31,3.21,333.19,1136.67,171.6,1308.27,Heat stress,East,Urban,MTU-480
FAIL_001958,GEN_0427,PM_004228,2025-04-03,2025-04-03,2025-04-03,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,8.88,3.78,317.34,1369.7,110.54,1480.24,Electrical instability,East,Urban,MTU-480
FAIL_001959,GEN_0427,PM_004228,2025-04-17,2025-04-17,2025-04-17,Oil,Low,Normal,Oil issue observed after PM cycle,2.82,2.79,283.47,1079.84,217.49,1297.33,Heat stress,East,Urban,MTU-480
FAIL_001960,GEN_0427,PM_004229,2025-09-04,2025-09-04,2025-09-04,Oil,High,High,Oil issue observed after PM cycle,6.8,5.77,571.76,2038.92,186.62,2225.54,Wear and tear,East,Urban,MTU-480
FAIL_001961,GEN_0428,PM_004231,2023-03-23,2023-03-23,2023-03-23,Control Panel,High,High,Control Panel issue observed after PM cycle,8.43,3.58,374.32,1652.05,125.59,1777.64,Overdue maintenance,West,Cold,GENX-550
FAIL_001962,GEN_0428,PM_004233,2023-10-24,2023-10-24,2023-10-24,Battery,Low,Normal,Battery issue observed after PM cycle,3.79,3.64,273.72,790.24,170.19,960.43,Corrosion,West,Cold,GENX-550
FAIL_001963,GEN_0428,PM_004242,2025-12-02,2025-12-02,2025-12-02,Battery,Low,Normal,Battery issue observed after PM cycle,5.64,3.83,356.38,1214.94,168.39,1383.33,Wear and tear,West,Cold,GENX-550
FAIL_001964,GEN_0429,PM_004243,2023-04-03,2023-04-03,2023-04-03,Oil,Low,Normal,Oil issue observed after PM cycle,10.43,3.36,343.83,1055.7,152.07,1207.77,Wear and tear,North,Rural,GENX-550
FAIL_001965,GEN_0429,PM_004247,2024-03-26,2024-03-26,2024-03-26,Oil,High,High,Oil issue observed after PM cycle,11.13,6.25,417.24,1366.83,112.61,1479.44,Fuel contamination,North,Rural,GENX-550
FAIL_001966,GEN_0429,PM_004248,2024-06-08,2024-06-08,2024-06-08,Control Panel,High,High,Control Panel issue observed after PM cycle,8.18,5.14,553.11,1511.36,198.7,1710.06,Overdue maintenance,North,Rural,GENX-550
FAIL_001967,GEN_0429,PM_004252,2025-08-30,2025-08-30,2025-08-30,Fuel,Medium,Normal,Fuel issue observed after PM cycle,4.54,5.21,554.82,601.02,193.77,794.79,Electrical instability,North,Rural,GENX-550
FAIL_001968,GEN_0429,PM_004252,2025-09-28,2025-09-28,2025-09-28,Cooling,Medium,Normal,Cooling issue observed after PM cycle,6.11,5.63,439.25,1097.94,154.5,1252.44,Fuel contamination,North,Rural,GENX-550
FAIL_001969,GEN_0429,PM_004253,2025-12-16,2025-12-16,2025-12-16,Cooling,Medium,Normal,Cooling issue observed after PM cycle,8.27,6.41,465.46,561.2,221.71,782.91,Heat stress,North,Rural,GENX-550
FAIL_001970,GEN_0430,PM_004259,2024-08-09,2024-08-09,2024-08-09,Battery,Low,Normal,Battery issue observed after PM cycle,6.76,4.46,414.77,922.21,201.4,1123.61,Overdue maintenance,North,Urban,CAT-450
FAIL_001971,GEN_0430,PM_004259,2024-08-20,2024-08-20,2024-08-20,Cooling,High,High,Cooling issue observed after PM cycle,4.95,4.82,449.98,1236.59,168.14,1404.73,Overdue maintenance,North,Urban,CAT-450
FAIL_001972,GEN_0430,PM_004260,2024-11-25,2024-11-25,2024-11-25,Battery,Low,Normal,Battery issue observed after PM cycle,1.53,5.33,386.01,710.51,224.41,934.92,Overdue maintenance,North,Urban,CAT-450
FAIL_001973,GEN_0430,PM_004261,2025-03-07,2025-03-07,2025-03-07,Cooling,Low,Normal,Cooling issue observed after PM cycle,3.85,4.67,457.92,716.24,154.75,870.99,Wear and tear,North,Urban,CAT-450
FAIL_001974,GEN_0431,PM_004266,2023-08-08,2023-08-08,2023-08-08,Cooling,Critical,High,Cooling issue observed after PM cycle,11.0,5.98,528.63,1881.76,239.25,2121.01,Overdue maintenance,West,Rural,CUM-500
FAIL_001975,GEN_0431,PM_004267,2023-11-01,2023-11-01,2023-11-01,Fuel,Medium,Normal,Fuel issue observed after PM cycle,8.68,3.49,333.42,650.79,167.25,818.04,Electrical instability,West,Rural,CUM-500
FAIL_001976,GEN_0431,PM_004267,2023-11-08,2023-11-08,2023-11-08,Fuel,Low,Normal,Fuel issue observed after PM cycle,6.22,4.38,337.38,865.75,158.41,1024.16,Fuel contamination,West,Rural,CUM-500
FAIL_001977,GEN_0431,PM_004267,2024-01-08,2024-01-08,2024-01-08,Starter,Medium,Normal,Starter issue observed after PM cycle,2.86,2.84,221.15,1048.74,185.05,1233.79,Wear and tear,West,Rural,CUM-500
FAIL_001978,GEN_0431,PM_004268,2024-03-03,2024-03-03,2024-03-03,Oil,Medium,Normal,Oil issue observed after PM cycle,3.42,4.0,348.68,648.14,91.45,739.59,Heat stress,West,Rural,CUM-500
FAIL_001979,GEN_0431,PM_004269,2024-06-29,2024-06-29,2024-06-29,Starter,High,High,Starter issue observed after PM cycle,5.91,6.95,587.59,1037.01,196.63,1233.64,Heat stress,West,Rural,CUM-500
FAIL_001980,GEN_0431,PM_004270,2024-10-23,2024-10-23,2024-10-23,Fuel,Low,Normal,Fuel issue observed after PM cycle,6.56,3.45,367.21,1345.99,179.16,1525.15,Corrosion,West,Rural,CUM-500
FAIL_001981,GEN_0431,PM_004271,2025-01-09,2025-01-09,2025-01-09,Starter,Low,Normal,Starter issue observed after PM cycle,4.78,3.36,317.77,744.39,217.62,962.01,Electrical instability,West,Rural,CUM-500
FAIL_001982,GEN_0431,PM_004273,2025-07-13,2025-07-13,2025-07-13,Oil,Medium,Normal,Oil issue observed after PM cycle,6.84,2.27,182.63,1104.29,203.8,1308.09,Corrosion,West,Rural,CUM-500
FAIL_001983,GEN_0431,PM_004274,2025-11-03,2025-11-03,2025-11-03,Oil,Medium,Normal,Oil issue observed after PM cycle,6.48,4.54,392.94,1266.26,80.0,1346.26,Heat stress,West,Rural,CUM-500
FAIL_001984,GEN_0432,PM_004276,2023-03-23,2023-03-23,2023-03-23,Starter,High,High,Starter issue observed after PM cycle,8.4,8.68,751.14,1385.38,163.06,1548.44,Wear and tear,North,Hot-Dry,CAT-450
FAIL_001985,GEN_0432,PM_004280,2024-05-22,2024-05-22,2024-05-22,Fuel,High,High,Fuel issue observed after PM cycle,9.86,6.75,616.56,1099.34,119.63,1218.97,Wear and tear,North,Hot-Dry,CAT-450
FAIL_001986,GEN_0432,PM_004280,2024-05-27,2024-05-27,2024-05-27,Oil,High,High,Oil issue observed after PM cycle,10.08,6.17,507.06,1023.71,203.48,1227.19,Heat stress,North,Hot-Dry,CAT-450
FAIL_001987,GEN_0432,PM_004281,2024-10-06,2024-10-06,2024-10-06,Battery,Low,Normal,Battery issue observed after PM cycle,7.71,1.78,115.78,960.78,190.19,1150.97,Electrical instability,North,Hot-Dry,CAT-450
FAIL_001988,GEN_0432,PM_004282,2024-12-21,2024-12-21,2024-12-21,Starter,Medium,Normal,Starter issue observed after PM cycle,6.57,2.66,260.72,415.95,184.69,600.64,Electrical instability,North,Hot-Dry,CAT-450
FAIL_001989,GEN_0432,PM_004285,2025-12-04,2025-12-04,2025-12-04,Fuel,Medium,Normal,Fuel issue observed after PM cycle,9.35,3.68,296.32,1427.92,191.79,1619.71,Wear and tear,North,Hot-Dry,CAT-450
FAIL_001990,GEN_0433,PM_004289,2024-05-05,2024-05-05,2024-05-05,Cooling,Critical,High,Cooling issue observed after PM cycle,15.67,4.62,485.56,2176.89,164.76,2341.65,Wear and tear,South,Cold,CUM-500
FAIL_001991,GEN_0433,PM_004290,2024-08-23,2024-08-23,2024-08-23,Battery,High,High,Battery issue observed after PM cycle,10.07,4.36,329.48,1662.9,259.7,1922.6,Wear and tear,South,Cold,CUM-500
FAIL_001992,GEN_0433,PM_004290,2024-09-09,2024-09-09,2024-09-09,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,10.96,3.31,234.54,1550.16,115.45,1665.61,Wear and tear,South,Cold,CUM-500
FAIL_001993,GEN_0433,PM_004292,2025-04-25,2025-04-25,2025-04-25,Battery,Medium,Normal,Battery issue observed after PM cycle,5.44,3.97,277.5,600.6,165.78,766.38,Electrical instability,South,Cold,CUM-500
FAIL_001994,GEN_0433,PM_004293,2025-10-02,2025-10-02,2025-10-02,Alternator,High,High,Alternator issue observed after PM cycle,10.07,6.27,511.16,1487.47,184.32,1671.79,Overdue maintenance,South,Cold,CUM-500
FAIL_001995,GEN_0434,PM_004295,2023-03-10,2023-03-10,2023-03-10,Oil,Low,Normal,Oil issue observed after PM cycle,7.61,3.77,338.64,1094.45,185.19,1279.64,Overdue maintenance,Central,Coastal,CUM-500
FAIL_001996,GEN_0434,PM_004296,2023-06-30,2023-06-30,2023-06-30,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,5.9,3.28,261.31,921.53,150.34,1071.87,Wear and tear,Central,Coastal,CUM-500
FAIL_001997,GEN_0434,PM_004300,2025-01-28,2025-01-28,2025-01-28,Battery,High,High,Battery issue observed after PM cycle,9.48,6.62,672.24,2008.63,206.93,2215.56,Overdue maintenance,Central,Coastal,CUM-500
FAIL_001998,GEN_0435,PM_004306,2023-12-07,2023-12-07,2023-12-07,Alternator,Low,Normal,Alternator issue observed after PM cycle,5.46,4.79,442.71,1068.07,167.79,1235.86,Fuel contamination,East,Rural,KOH-400
FAIL_001999,GEN_0435,PM_004307,2024-03-16,2024-03-16,2024-03-16,Alternator,Low,Normal,Alternator issue observed after PM cycle,3.93,3.47,326.19,1386.18,154.18,1540.36,Wear and tear,East,Rural,KOH-400
FAIL_002000,GEN_0435,PM_004311,2025-02-01,2025-02-01,2025-02-01,Cooling,High,High,Cooling issue observed after PM cycle,5.64,7.33,640.19,1590.93,164.87,1755.8,Wear and tear,East,Rural,KOH-400
FAIL_002001,GEN_0435,PM_004311,2025-03-12,2025-03-12,2025-03-12,Cooling,Low,Normal,Cooling issue observed after PM cycle,5.96,3.21,252.62,651.94,171.79,823.73,Overdue maintenance,East,Rural,KOH-400
FAIL_002002,GEN_0435,PM_004312,2025-04-29,2025-04-29,2025-04-29,Alternator,Medium,Normal,Alternator issue observed after PM cycle,4.9,2.97,283.03,743.95,139.36,883.31,Overdue maintenance,East,Rural,KOH-400
FAIL_002003,GEN_0435,PM_004312,2025-05-27,2025-05-27,2025-05-27,Control Panel,Critical,High,Control Panel issue observed after PM cycle,7.49,6.38,424.99,1379.7,287.42,1667.12,Heat stress,East,Rural,KOH-400
FAIL_002004,GEN_0435,PM_004314,2025-11-29,2025-11-29,2025-11-29,Fuel,Medium,Normal,Fuel issue observed after PM cycle,7.66,2.49,239.63,365.59,187.05,552.64,Fuel contamination,East,Rural,KOH-400
FAIL_002005,GEN_0436,PM_004315,2023-05-22,2023-05-22,2023-05-22,Starter,Low,Normal,Starter issue observed after PM cycle,5.98,4.92,409.33,890.01,198.54,1088.55,Corrosion,East,Coastal,MTU-480
FAIL_002006,GEN_0436,PM_004315,2023-06-01,2023-06-01,2023-06-01,Fuel,Medium,Normal,Fuel issue observed after PM cycle,5.87,2.48,205.57,1336.04,127.74,1463.78,Fuel contamination,East,Coastal,MTU-480
FAIL_002007,GEN_0436,PM_004317,2024-03-02,2024-03-02,2024-03-02,Alternator,Low,Normal,Alternator issue observed after PM cycle,3.68,4.26,348.88,669.63,155.13,824.76,Electrical instability,East,Coastal,MTU-480
FAIL_002008,GEN_0436,PM_004318,2024-06-08,2024-06-08,2024-06-08,Starter,High,High,Starter issue observed after PM cycle,11.47,5.54,371.26,1121.36,102.78,1224.14,Wear and tear,East,Coastal,MTU-480
FAIL_002009,GEN_0436,PM_004318,2024-08-20,2024-08-20,2024-08-20,Starter,Medium,Normal,Starter issue observed after PM cycle,9.83,1.0,71.5,1198.02,152.17,1350.19,Corrosion,East,Coastal,MTU-480
